lemma;id;part_of_speech;forms
белзъ;131989;proper noun;sg., m., acc., infl.:бзы
юриевъ;131990;proper noun;sg., m., acc., infl.:юрьевъ
повоевати;131993;verb;3rd p., du., aor., ind., act., infl.:повоеваста|3rd p., sg., aor., ind., act., infl.:повоева|sg., past, part., act., m., nom., strong, infl.:повоевавъ|3rd p., pl., aor., ind., act., infl.:повоеваша
ръсь;131994;proper noun;sg., f., dat., infl.:ръси|sg., f., acc., infl.:рось
ръсь;131995;common noun;sg., f., dat., infl.:ръси
мьстиславичь;131997;adjective;sg., m., nom., pos., strong, infl.:Мьстиславичь
досячи;131999;verb;pres., inf., act., infl.:досѧщи
дебелыи;132000;adjective;sg., m., nom., pos., strong, infl.:дебелъ
щадѣти;132001;verb;3rd p., sg., imperf., ind., act., infl.:щадѧше|sg., pres., part., act., m., nom., strong, infl.:щадѧ|sg., pres., part., pass., m., acc., weak, infl.:щадимыи
самовластьць;132002;common noun;sg., m., nom., infl.:самовластець
жидята;132003;proper noun;sg., m., acc., infl.:жидѧту
вячеславъ;132004;proper noun;sg., m., nom., infl.:вѧчеславъ|sg., m., dat., infl.:вѧчеславу|sg., m., gen., infl.:вѧчеслава,Вꙗчеслава
отъстояти;132005;verb;3rd p., pl., pres., ind., act., infl.:ѡстоять|3rd p., sg., pres., ind., act., infl.:ѿстоить|sg., past, part., act., m., dat., strong, infl.:ѿстоявшю|sg., pres., part., act., m., nom., strong, infl.:ѿстоꙗ
лѣвыи;132006;adjective;sg., n., loc., pos., weak, infl.:лѣвѣмь|sg., f., loc., pos., weak, infl.:лѣвѣи,лѣвои|sg., n., acc., pos., weak, infl.:лѣвое
митрополия;132007;proper noun;sg., f., nom., infl.:митрополья
вѣдати;132008;verb;sg., pres., part., act., m., nom., strong, infl.:вѣдая,вѣдаꙗ|du., result., part., act., m., nom., strong, infl.:вѣдала|3rd p., sg., pres., ind., act., infl.:вѣдаеть,вѣдает,вѣдаетъ,вѣдаѥть|3rd p., pl., aor., ind., act., infl.:вѣдаша|pres., inf., act., infl.:вѣдати,вѣдатї|sg., result., part., act., f., nom., strong, infl.:вѣдала|1st p., sg., pres., ind., act., infl.:вѣдаю|2nd p., sg., pres., imp., act., infl.:вѣдаи|pl., result., part., act., m., nom., strong, infl.:вѣдали|2nd p., sg., pres., ind., act., infl.:ведаешъ,вѣдаеш|3rd p., pl., pres., ind., act., infl.:вѣдають,вѣдаютъ|sg., result., part., act., m., nom., strong, infl.:вѣдалъ|3rd p., pl., imperf., ind., act., infl.:вѣдѧхꙋ,вѣдахꙋ
сѣтомль;132009;proper noun;sg., f., loc., infl.:сѣтомли|sg., f., acc., infl.:ыстомль
въсадити;132010;verb;3rd p., sg., aor., ind., act., infl.:всади|2nd p., sg., pres., imp., act., infl.:въсꙗди
порубъ;132011;common noun;sg., m., acc., infl.:порупъ,порубъ|sg., m., gen., infl.:поруба|sg., m., dat., infl.:порубу
выньзти;132017;verb;3rd p., sg., aor., ind., act., infl.:вынзе|sg., past, part., act., m., nom., strong, infl.:вынезъ
митрополия;132020;common noun;sg., f., acc., infl.:митрополью|sg., f., nom., infl.:митрополья
золотыи;132021;adjective;pl., n., loc., pos., weak, infl.:золотыхъ,золотых|pl., m., gen., pos., weak, infl.:золотых|pl., f., loc., pos., weak, infl.:золотых
благовѣщение;132022;common noun;sg., n., acc., infl.:блг҃вѣщенье
ирина;132023;proper noun;sg., f., gen., infl.:ирины|sg., f., nom., infl.:ꙇрина
христианьскыи;132024;adjective;sg., f., nom., pos., strong, infl.:хсьяньска|pl., m., nom., pos., weak, infl.:хсьяньстии|pl., m., ins., pos., weak, infl.:хьсяньскыми|sg., f., acc., pos., weak, infl.:хьсяньскую,хртиянъскую,хртиянскую,хрстїанʼскꙋю,хрстїꙗнʼскꙋю,хр҃тїанʼскꙋю,хрстьꙗньскꙋю|sg., f., acc., pos., strong, infl.:хьсяньску,хсьяньску|sg., f., gen., pos., strong, infl.:хсьяньскы,хсьяны|pl., m., gen., pos., weak, infl.:хсьяных|pl., f., gen., pos., weak, infl.:хсьяных|sg., m., loc., pos., weak, infl.:хртсияньскомъ|sg., n., dat., pos., weak, infl.:хрстїѧньскомѹ,христїѧньскомѹ|sg., f., gen., pos., weak, infl.:хрстїѧньскїѧ|sg., m., dat., pos., weak, infl.:хрстиѧньскомѹ,хрстїѧньскомѹ,хрстїѧнскомѹ,хрстїанʼскомꙋ|sg., m., gen., pos., weak, infl.:хрстїѧньского,хрстиѧньскаго|sg., n., loc., pos., weak, infl.:хрстїѧньскомъ|sg., n., acc., pos., strong, infl.:хрїстиѧньски|sg., m., nom., pos., weak, infl.:хрстиянскои|sg., n., nom., pos., weak, infl.:хрстїанʼское|sg., f., dat., pos., weak, infl.:хрстїанʼскои
плодити;132025;verb;pres., inf., act., infl.:плодити
раширяти;132026;verb;pres., inf., act., infl.:раширѧти
чьрноризьць;132027;common noun;pl., m., nom., infl.:черноризьци,черноризци,чьрноризьци|sg., m., acc., infl.:черноризьцѣ|pl., m., acc., infl.:черноризцѣ,черноризьци,черноризци|sg., m., gen., infl.:черноризца|pl., m., dat., infl.:черноризцем|pl., m., ins., infl.:черноризци|sg., m., nom., infl.:черноризець,чьрноризьць,чьрьноризьць|sg., m., ins., infl.:черноризцемъ,чьрноризьцемъ|sg., m., dat., infl.:чьрноризьцю,чьрьноризьцю|sg., m., voc., infl.:чьрноризьче,чьрьноризьче|pl., m., gen., infl.:чьрьноризьць|du., m., ins., infl.:чьрьноризьцема
мъножити;132028;verb;pres., inf., act., infl.:множити|3rd p., sg., imperf., ind., act., infl.:мъножаше|sg., pres., part., act., f., dat., strong, infl.:мъножащи,множащи
починати;132029;verb;3rd p., pl., imperf., ind., act., infl.:починаху
излихыи;132030;adjective;sg., n., acc., pos., strong, infl.:излиха
пробѣгнути;132031;verb;3rd p., pl., aor., ind., act., infl.:пробѣгоша|pl., result., part., act., m., nom., strong, infl.:пробѣгли|3rd p., sg., aor., ind., act., infl.:пробѣже
святити;132036;verb;sg., past, part., pass., f., nom., strong, infl.:Сщсена,Св҃щена,сщ҃ена|pres., inf., act., infl.:ст҃ити|pl., result., part., act., m., nom., strong, infl.:ст҃л̏и|sg., result., part., act., m., nom., strong, infl.:ст҃илъ
феопентъ;132037;proper noun;sg., m., ins., infl.:ѳеѡпомтомь
съдирати;132040;verb;3rd p., pl., imperf., ind., act., infl.:съдираху
хъзъ;132041;common noun;pl., m., acc., infl.:хзы
толикыи;132042;adjective;sg., m., nom., pos., strong, infl.:толикъ|sg., n., nom., pos., strong, infl.:толко|sg., n., loc., pos., strong, infl.:толке|pl., f., loc., pos., weak, infl.:толикихъ|pl., n., acc., pos., weak, infl.:толикая|sg., n., dat., pos., strong, infl.:толикѹ|pl., f., gen., pos., weak, infl.:толикых|sg., n., acc., pos., weak, infl.:толикое|sg., f., gen., pos., weak, infl.:толикїа|sg., f., loc., pos., weak, infl.:толицеи
воеводьство;132044;common noun;sg., n., acc., infl.:воевотьство,воѥводьство,воеводство
вышата;132045;proper noun;sg., m., dat., infl.:вышатѣ|sg., m., acc., infl.:вышату|sg., m., nom., infl.:вышата
яневъ;132046;adjective;sg., m., dat., pos., strong, infl.:яневу|sg., m., gen., pos., strong, infl.:янева|sg., m., acc., pos., strong, infl.:яневъ|sg., f., nom., pos., weak, infl.:явьная,яневая
творимиричь;132047;adjective;sg., m., nom., pos., strong, infl.:творимиричь
мономахъ;132054;proper noun;sg., m., nom., infl.:мономахъ
олядия;132055;common noun;pl., f., gen., infl.:ѡлѧдии
олядь;132056;common noun;pl., f., acc., infl.:ѡлѧди
слѣпити;132057;verb;3rd p., pl., aor., ind., act., infl.:слѣпиша|pres., inf., act., infl.:слѣпити|sg., past, part., pass., m., nom., strong, infl.:слѣпленъ|sg., result., part., act., m., nom., strong, infl.:слѣпилъ
казимиръ;132058;proper noun;sg., m., gen., infl.:казимира|sg., m., nom., infl.:казимиръ|sg., m., dat., infl.:казимиру
выгрести;132060;verb;3rd p., pl., aor., ind., act., infl.:выгребоша
вьсеславль;132061;adjective;sg., m., nom., pos., strong, infl.:всеславль|sg., m., dat., pos., strong, infl.:всеславлю
вълхвование;132062;common noun;sg., n., gen., infl.:вълхвованья|pl., n., acc., infl.:волхвованья|sg., n., nom., infl.:волхвованїе,волхваванїе|pl., n., nom., infl.:волхованиꙗ
язвьно;132064;common noun;sg., n., nom., infl.:язвено|sg., n., acc., infl.:язвено
навязати;132065;verb;2nd p., sg., pres., imp., act., infl.:навѧжи
моиславъ;132069;proper noun;sg., m., nom., infl.:моиславъ
ларионъ;132094;proper noun;sg., m., gen., infl.:лариѡна|sg., m., nom., infl.:лариѡнъ
печерьскыи;132095;adjective;sg., m., nom., pos., weak, infl.:печерьскыи,печерскыи|sg., m., acc., pos., weak, infl.:печерскыи,печерьскыи,печерьскии|sg., f., nom., pos., weak, infl.:печерьская,печерская|sg., m., dat., pos., weak, infl.:печерьскому|sg., m., gen., pos., weak, infl.:печерьскаго|sg., m., loc., pos., weak, infl.:печерьском,печерском,печерьстѣм|sg., m., ins., pos., weak, infl.:печерьскым
боголюбивыи;132096;adjective;sg., m., dat., pos., weak, infl.:б҃олюбивому|sg., m., nom., pos., strong, infl.:б҃олюбивъ|sg., m., gen., pos., strong, infl.:бг҃олюбива|sg., m., nom., pos., weak, infl.:бол҃юбивыи
набъдѣти;132097;verb;sg., pres., part., act., m., dat., strong, infl.:набдѧщю|sg., pres., part., act., m., nom., strong, infl.:набдѧ,набъдꙗ|2nd p., pl., pres., imp., act., infl.:набдите
постъникъ;132100;common noun;sg., m., nom., infl.:постникъ|pl., m., nom., infl.:постници
печеръка;132103;common noun;sg., f., acc., infl.:печерку,печрку|sg., f., nom., infl.:печерка
прѣкладати;132105;verb;3rd p., sg., imperf., ind., act., infl.:прекладаше
письмо;132106;common noun;sg., n., acc., infl.:писмо|sg., n., loc., infl.:письмѣ,писмѣ|sg., n., nom., infl.:писмо|sg., n., gen., infl.:писма
съписати;132107;verb;3rd p., pl., aor., ind., act., infl.:списаша|sg., past, part., pass., m., dat., strong, infl.:съписанѹ|pres., inf., act., infl.:съписати
нѣкъто;132108;indefinite pronoun;sg., m., nom., infl.:нѣкто,нѣкъто|sg., m., dat., infl.:некомѹ
насѣяти;132109;verb;3rd p., sg., pres., ind., act., infl.:насѣеть|3rd p., sg., aor., ind., act., infl.:насѣя|pres., inf., act., infl.:насѣѧти
пожинати;132110;verb;3rd p., pl., pres., ind., act., infl.:пожїнають|1st p., pl., pres., ind., act., infl.:пожинаемъ
бескудьныи;132111;adjective;sg., f., acc., pos., strong, infl.:бескудну
възорати;132113;verb;3rd p., sg., aor., ind., act., infl.:взора
умякъчити;132114;verb;3rd p., sg., aor., ind., act., infl.:оумѧчи|3rd p., sg., pres., ind., act., infl.:оумѧкчить|sg., result., part., act., m., nom., strong, infl.:умягчил|pl., result., part., act., m., nom., strong, infl.:умягчили
обрѣтати;132115;verb;1st p., pl., pres., ind., act., infl.:ѡбрѣтаѥмъ|3rd p., sg., pres., ind., act., infl.:ѡбрѣтаѥт,ѡбрѣтает|3rd p., pl., imperf., ind., act., infl.:ѡбрѣтаху|2nd p., du., pres., ind., act., infl.:обрѣтаета|3rd p., pl., pres., ind., act., infl.:ѡбрѣтают|3rd p., sg., imperf., ind., act., infl.:обрѣташе,обрѣтааше|sg., pres., part., act., m., nom., strong, infl.:обрѣтаꙗ
неисчьтьныи;132116;adjective;sg., f., nom., pos., weak, infl.:неищетная|pl., n., ins., pos., weak, infl.:неисчетенʼными,неисчетъными
симонъ;132117;proper noun;sg., m., nom., infl.:симонъ
отъпѣвати;132120;verb;3rd p., sg., imperf., ind., act., infl.:ѿпѣваше
чьрньчьскыи;132121;adjective;sg., m., acc., pos., weak, infl.:чернечьскыи|sg., m., dat., pos., weak, infl.:чернечьскому,чьрьньчьскѹѹмѹ,чьрньчьскѹѹмѹ|sg., n., gen., pos., weak, infl.:чернечьскаго|sg., n., acc., pos., weak, infl.:чернечьское|pl., m., acc., pos., weak, infl.:чернецьскыя,чернечьскыя,чьрьньчьскыꙗ|sg., f., acc., pos., weak, infl.:чьрньчьскѹю|sg., n., loc., pos., weak, infl.:чьрньчьскѣмь
игуменъ;132122;common noun;sg., m., gen., infl.:игумена,игѹмена|sg., m., nom., infl.:игуменъ,игумен,Игуменъ,игѹменъ,ꙇгуменъ|sg., m., ins., infl.:игуменомь,игуменом,Игуменомь,игуменомъ,игѹменъмь,игѹмьнъмь|pl., m., nom., infl.:игумени|sg., m., dat., infl.:игумену,ꙇгумну,игѹменѹ|sg., m., voc., infl.:игумене,игѹмене|pl., m., ins., infl.:игумены|pl., m., dat., infl.:игуменом|pl., m., acc., infl.:игумены|sg., m., loc., infl.:игуменѣ
